x,y
3.1798947785444143,1.4208593157777576
1.4622354008970628,1.1655238961533392
0.8038839277284986,2.691337413836984
0.8707168108144283,0.9116324682300019
0.0,1.1005247603233048
0.6525295313133991,1.3658527004577516
3.1449811187869194,2.5297609713199734
0.8590254709157479,0.7720917037894728
1.0085642494707308,0.0
2.2721946860180067,2.457895930294209
1.7477505131027087,0.29332476245537
1.4105507153809036,1.9562359907398816
2.0221500717355934,1.0151144211709262
1.6303901773102227,0.5925349482079862
1.309822637771159,1.2287032729468137
4.005669254976327,8.864881859060295
2.446146645623624,8.36087650325685
0.5858273804288965,8.804058222913245
1.532795971696035,6.740541907719882
0.27983550307493976,8.637774133902818
0.24133934784945854,7.794829738854775
0.7869096706984271,8.767633161971109
0.9986030173826344,6.540107434523855
3.7545585790564058,10.0
1.9397041119628615,8.403551480738395
0.7636312203396605,8.736897736696504
2.2400864369779603,8.029660489704106
3.064486178592324,8.313625832801753
0.10017338219040406,8.856957793927672
1.1735162034711728,6.954056787713819
5.566140269508637,5.98346065185521
4.221266771185327,5.323832183742621
5.005685218069339,4.660881343316033
3.9115150828618477,5.566418997405569
3.58882571088536,5.267284133773207
4.646599649973645,5.20386468939926
3.896535767141291,6.319186306180754
4.919540453790511,5.766861514298425
5.82132704934914,4.514205559503066
6.284601103604254,3.9855491044736597
4.201946032713472,4.282967667142715
3.4782913120263044,4.268188036088177
4.154133413600383,6.2190991809504155
5.725572037471586,6.263771437334864
4.050030177998123,6.200992775143553
7.086373105264019,1.546238957237783
6.974031719793765,1.6131897287573704
8.734090823765609,2.6031574159043585
5.960212549939223,2.2915011940515835
6.545345203658787,2.9184544836072055
6.779599764790628,0.5504368334852392
5.567093718011101,2.497434610717896
8.25673836117818,2.585141594045781
7.1473151242092605,1.8960434958173027
8.381395804999691,0.8807497682151677
6.94943039417967,2.6679735596307705
8.184173978510001,3.2337833865001215
5.7544004017025525,1.4989015426853372
5.435237730199775,3.399852687836737
8.000241865573011,2.5722285531408686
9.012658432168584,6.3975323865229115
7.849201742643123,8.212768568301673
7.846402208287668,9.107661855903821
7.9208723087780095,7.613603619079965
8.005117108236552,5.758597932724209
8.819223303666615,9.412216117851166
8.721849475546275,7.063826555451672
7.914018651811529,9.26432919778282
8.105540129045853,7.242296528824946
7.063521394939997,7.939720872115867
8.799715344949613,9.22941374786774
8.433548040696362,8.375618745853089
8.350634852129012,9.376753179644696
7.570784439110607,7.90513702162593
7.673886262725924,7.662313538970172
